Date,Time_Spent,Number of People,Activity,Category,Productivity
2014-03-04T09:00:00,86,1,google drive,General Business,2
2014-03-04T15:00:00,84,1,MS Excel,General Business,2
2014-03-04T16:00:00,1877,1,tableau,General Business,2
2014-03-04T16:00:00,90,1,MS Excel,General Business,2
2014-03-04T18:00:00,43,1,requester.mturk.com,General Business,2
2014-03-05T09:00:00,34,1,drive.google.com,General Business,2
2014-03-05T10:00:00,14,1,drive.google.com,General Business,2
2014-03-05T11:00:00,438,1,online.americanexpress.com,General Business,2
2014-03-05T11:00:00,77,1,google drive,General Business,2
2014-03-05T13:00:00,104,1,wwws.mint.com,General Business,2
2014-03-05T17:00:00,4,1,drive.google.com,General Business,2
2014-03-06T09:00:00,95,1,drive.google.com,General Business,2
2014-03-06T11:00:00,416,1,drive.google.com,General Business,2
2014-03-07T13:00:00,298,1,drive.google.com,General Business,2
2014-03-07T13:00:00,58,1,MS Excel,General Business,2
2014-03-07T16:00:00,749,1,MS Excel,General Business,2
2014-03-07T16:00:00,601,1,drive.google.com,General Business,2
2014-03-07T17:00:00,2518,1,drive.google.com,General Business,2
2014-03-07T17:00:00,613,1,MS Excel,General Business,2
2014-03-07T18:00:00,654,1,drive.google.com,General Business,2
2014-03-07T18:00:00,159,1,MS Excel,General Business,2
2014-03-07T22:00:00,2466,1,drive.google.com,General Business,2
2014-03-07T23:00:00,137,1,drive.google.com,General Business,2
2014-03-08T19:00:00,159,1,MS Excel,General Business,2
2014-03-10T12:00:00,8,1,google drive,General Business,2
2014-03-10T22:00:00,44,1,MS Excel,General Business,2
2014-03-10T22:00:00,6,1,wwws.mint.com,General Business,2
2014-03-10T23:00:00,331,1,MS Excel,General Business,2
2014-03-10T23:00:00,8,1,drive.google.com,General Business,2
2014-03-11T00:00:00,309,1,drive.google.com,General Business,2
2014-03-11T00:00:00,2,1,macfound.org,General Business,2
2014-03-11T07:00:00,163,1,macfound.org,General Business,2
2014-03-11T12:00:00,20,1,chaseonline.chase.com,General Business,2
2014-03-12T12:00:00,451,1,MS Excel,General Business,2
2014-03-12T12:00:00,50,1,macfound.org,General Business,2
2014-03-12T12:00:00,33,1,drive.google.com,General Business,2
2014-03-12T13:00:00,1875,1,drive.google.com,General Business,2
2014-03-12T13:00:00,71,1,MS Excel,General Business,2
2014-03-12T14:00:00,395,1,drive.google.com,General Business,2
2014-03-12T16:00:00,359,1,MS Excel,General Business,2
2014-03-12T17:00:00,102,1,drive.google.com,General Business,2
2014-03-12T17:00:00,63,1,MS Excel,General Business,2
2014-03-12T23:00:00,217,1,macfound.org,General Business,2
2014-03-13T09:00:00,21,1,macfound.org,General Business,2
2014-03-13T11:00:00,470,1,macfound.org,General Business,2
2014-03-13T11:00:00,7,1,MS Excel,General Business,2
2014-03-13T16:00:00,36,1,tableau,General Business,2
2014-03-13T17:00:00,626,1,tableau,General Business,2
2014-03-13T18:00:00,932,1,drive.google.com,General Business,2
2014-03-14T00:00:00,104,1,MS Excel,General Business,2
2014-03-14T00:00:00,92,1,drive.google.com,General Business,2
2014-03-14T09:00:00,60,1,MS Excel,General Business,2
2014-03-14T10:00:00,203,1,MS Excel,General Business,2
2014-03-14T11:00:00,2,1,MS Excel,General Business,2
2014-03-15T08:00:00,132,1,drive.google.com,General Business,2
2014-03-15T10:00:00,61,1,google drive,General Business,2
2014-03-16T22:00:00,142,1,drive.google.com,General Business,2
2014-03-16T22:00:00,12,1,MS Excel,General Business,2
2014-03-16T23:00:00,1321,1,drive.google.com,General Business,2
2014-03-17T09:00:00,1,1,MS Excel,General Business,2
2014-03-17T16:00:00,14,1,drive.google.com,General Business,2
2014-03-18T16:00:00,1544,1,tableau,General Business,2
2014-03-18T16:00:00,193,1,MS Excel,General Business,2
2014-03-18T17:00:00,1705,1,tableau,General Business,2
2014-03-19T00:00:00,4,1,MS Excel,General Business,2
2014-03-19T12:00:00,137,1,google drive,General Business,2
2014-03-19T14:00:00,186,1,MS Excel,General Business,2
2014-03-19T17:00:00,22,1,google drive,General Business,2
2014-03-19T21:00:00,117,1,odesk.com,General Business,2
2014-03-20T16:00:00,45,1,drive.google.com,General Business,2
2014-03-20T19:00:00,23,1,drive.google.com,General Business,2
2013-12-23T09:00:00,13,1,accounts.google.com,General Communication &amp; Scheduling,-2
2013-12-23T12:00:00,6,1,accounts.google.com,General Communication &amp; Scheduling,-2
2014-01-03T15:00:00,16,1,googletalkplugin,General Communication &amp; Scheduling,-2
2014-01-04T20:00:00,232,1,wbillpay.verizonwireless.com,General Communication &amp; Scheduling,-2
2014-01-13T13:00:00,390,1,accounts.google.com,General Communication &amp; Scheduling,-2
2014-02-05T15:00:00,666,1,talkgadget.google.com,General Communication &amp; Scheduling,-2
2014-02-05T16:00:00,783,1,talkgadget.google.com,General Communication &amp; Scheduling,-2
2014-02-05T17:00:00,4,1,talkgadget.google.com,General Communication &amp; Scheduling,-2
2014-02-21T14:00:00,11,1,googletalkplugin,General Communication &amp; Scheduling,-2
2014-02-21T16:00:00,11,1,googletalkplugin,General Communication &amp; Scheduling,-2
2014-02-02T08:00:00,416,1,theme.wordpress.com,General Design &amp; Composition,2
2014-02-02T09:00:00,1370,1,theme.wordpress.com,General Design &amp; Composition,2
2013-12-21T10:00:00,457,1,spotify,General Entertainment,-2
2013-12-21T15:00:00,10,1,spotify,General Entertainment,-2
2013-12-21T16:00:00,132,1,spotify,General Entertainment,-2
2013-12-21T17:00:00,14,1,spotify,General Entertainment,-2
2013-12-22T11:00:00,635,1,spotify,General Entertainment,-2
2013-12-22T12:00:00,7,1,spotify,General Entertainment,-2
2013-12-22T14:00:00,250,1,spotify,General Entertainment,-2
2013-12-22T15:00:00,34,1,spotify,General Entertainment,-2
2013-12-22T16:00:00,12,1,spotify,General Entertainment,-2
2013-12-22T17:00:00,275,1,spotify,General Entertainment,-2
2013-12-22T18:00:00,3,1,spotify,General Entertainment,-2
2013-12-22T21:00:00,526,1,main,General Entertainment,-2
2013-12-23T12:00:00,31,1,spotify,General Entertainment,-2
2013-12-23T13:00:00,124,1,spotify,General Entertainment,-2
2013-12-23T13:00:00,9,1,quicktime player,General Entertainment,-2
2013-12-23T14:00:00,65,1,spotify,General Entertainment,-2
2013-12-23T16:00:00,62,1,spotify,General Entertainment,-2
2013-12-23T17:00:00,9,1,spotify,General Entertainment,-2
2013-12-23T18:00:00,272,1,photo booth,General Entertainment,-2
2013-12-23T19:00:00,92,1,quicktime player,General Entertainment,-2
2013-12-24T14:00:00,19,1,spotify,General Entertainment,-2
2013-12-24T15:00:00,27,1,spotify,General Entertainment,-2
2013-12-25T10:00:00,1,1,spotify,General Entertainment,-2
2013-12-25T16:00:00,8,1,spotify,General Entertainment,-2
2013-12-26T11:00:00,4,1,spotify,General Entertainment,-2
2013-12-27T09:00:00,12,1,spotify,General Entertainment,-2
2013-12-27T10:00:00,1932,1,picasa,General Entertainment,-2
2013-12-29T10:00:00,341,1,spotify,General Entertainment,-2
2013-12-29T11:00:00,18,1,spotify,General Entertainment,-2
2013-12-29T13:00:00,134,1,spotify,General Entertainment,-2
2013-12-30T14:00:00,418,1,spotify,General Entertainment,-2
2013-12-30T15:00:00,80,1,spotify,General Entertainment,-2
2013-12-30T17:00:00,8,1,spotify,General Entertainment,-2
2013-12-30T23:00:00,123,1,tinypic.com,General Entertainment,-2
2013-12-31T09:00:00,11,1,spotify,General Entertainment,-2
2013-12-31T11:00:00,27,1,spotify,General Entertainment,-2
2013-12-31T12:00:00,31,1,spotify,General Entertainment,-2
2013-12-31T15:00:00,79,1,spotify,General Entertainment,-2
2013-12-31T16:00:00,356,1,spotify,General Entertainment,-2
2014-01-02T15:00:00,211,1,spotify,General Entertainment,-2
2014-01-02T16:00:00,16,1,spotify,General Entertainment,-2
2014-01-02T17:00:00,6,1,spotify,General Entertainment,-2
2014-01-02T19:00:00,2,1,spotify,General Entertainment,-2
2014-01-02T20:00:00,11,1,spotify,General Entertainment,-2
2014-01-02T21:00:00,9,1,spotify,General Entertainment,-2
2014-01-02T22:00:00,15,1,spotify,General Entertainment,-2
2014-01-02T23:00:00,3,1,spotify,General Entertainment,-2
2014-01-03T00:00:00,55,1,spotify,General Entertainment,-2
2014-01-03T11:00:00,199,1,spotify,General Entertainment,-2
2014-01-03T12:00:00,264,1,spotify,General Entertainment,-2
2014-01-03T13:00:00,14,1,spotify,General Entertainment,-2
2014-01-03T17:00:00,97,1,spotify,General Entertainment,-2
2014-01-03T18:00:00,11,1,spotify,General Entertainment,-2
2014-01-04T11:00:00,49,1,spotify,General Entertainment,-2
2014-01-04T12:00:00,45,1,spotify,General Entertainment,-2
2014-01-04T13:00:00,343,1,spotify,General Entertainment,-2
2014-01-04T14:00:00,676,1,spotify,General Entertainment,-2
2014-01-04T16:00:00,26,1,spotify,General Entertainment,-2
2014-01-04T17:00:00,3,1,spotify,General Entertainment,-2
2014-01-04T18:00:00,5,1,spotify,General Entertainment,-2
2014-01-04T19:00:00,11,1,spotify,General Entertainment,-2
2014-01-05T11:00:00,50,1,spotify,General Entertainment,-2
2014-01-05T12:00:00,21,1,spotify,General Entertainment,-2
2014-01-05T15:00:00,4,1,spotify,General Entertainment,-2
2014-01-05T16:00:00,5,1,spotify,General Entertainment,-2
2014-01-05T17:00:00,6,1,spotify,General Entertainment,-2
2014-01-06T12:00:00,44,1,spotify,General Entertainment,-2
2014-01-06T13:00:00,30,1,spotify,General Entertainment,-2
2014-01-06T14:00:00,317,1,spotify,General Entertainment,-2
2014-01-06T17:00:00,13,1,spotify,General Entertainment,-2
2014-01-07T11:00:00,19,1,spotify,General Entertainment,-2
2014-01-07T12:00:00,3,1,spotify,General Entertainment,-2
2014-01-07T13:00:00,32,1,spotify,General Entertainment,-2
2014-01-07T14:00:00,797,1,picasa,General Entertainment,-2
2014-01-07T14:00:00,154,1,spotify,General Entertainment,-2
2014-01-07T15:00:00,479,1,picasa,General Entertainment,-2
2014-01-07T15:00:00,225,1,spotify,General Entertainment,-2
2014-01-07T16:00:00,76,1,spotify,General Entertainment,-2
2014-01-07T18:00:00,498,1,picasa,General Entertainment,-2
2014-01-07T19:00:00,107,1,picasa,General Entertainment,-2
2014-01-07T20:00:00,4,1,picasa,General Entertainment,-2
2014-01-08T07:00:00,366,1,spotify,General Entertainment,-2
2014-01-08T08:00:00,458,1,spotify,General Entertainment,-2
2014-01-08T09:00:00,399,1,spotify,General Entertainment,-2
2014-01-08T10:00:00,605,1,picasa,General Entertainment,-2
2014-01-08T10:00:00,555,1,spotify,General Entertainment,-2
2014-01-08T11:00:00,6,1,spotify,General Entertainment,-2
2014-01-08T13:00:00,29,1,spotify,General Entertainment,-2
2014-01-08T15:00:00,5,1,spotify,General Entertainment,-2
2014-01-08T18:00:00,10,1,spotify,General Entertainment,-2
2014-01-08T21:00:00,37,1,spotify,General Entertainment,-2
2014-01-08T23:00:00,19,1,spotify,General Entertainment,-2
2014-01-09T00:00:00,4,1,spotify,General Entertainment,-2
2014-01-09T08:00:00,21,1,spotify,General Entertainment,-2
2014-01-09T09:00:00,1617,1,spotify,General Entertainment,-2
2014-01-09T10:00:00,3,1,spotify,General Entertainment,-2
2014-01-10T18:00:00,130,1,moma.org,General Entertainment,-2
2014-01-10T21:00:00,11,1,spotify,General Entertainment,-2
2014-01-10T22:00:00,7,1,spotify,General Entertainment,-2
2014-01-10T23:00:00,5,1,spotify,General Entertainment,-2
2014-01-11T00:00:00,3,1,spotify,General Entertainment,-2
2014-01-11T08:00:00,834,1,spotify,General Entertainment,-2
2014-01-11T09:00:00,98,1,spotify,General Entertainment,-2
2014-01-11T09:00:00,68,1,complex.com,General Entertainment,-2
2014-01-11T10:00:00,4,1,spotify,General Entertainment,-2
2014-01-11T14:00:00,45,1,spotify,General Entertainment,-2
2014-01-11T15:00:00,3,1,spotify,General Entertainment,-2
2014-01-12T00:00:00,314,1,spotify,General Entertainment,-2
2014-01-12T07:00:00,5,1,spotify,General Entertainment,-2
2014-01-13T10:00:00,112,1,spotify,General Entertainment,-2
2014-01-13T11:00:00,13,1,spotify,General Entertainment,-2
2014-01-13T14:00:00,523,1,spotify,General Entertainment,-2
2014-01-13T15:00:00,211,1,spotify,General Entertainment,-2
2014-01-13T16:00:00,166,1,spotify,General Entertainment,-2
2014-01-13T18:00:00,29,1,spotify,General Entertainment,-2
2014-01-13T21:00:00,30,1,spotify,General Entertainment,-2
2014-01-13T22:00:00,24,1,spotify,General Entertainment,-2
2014-01-14T09:00:00,376,1,spotify,General Entertainment,-2
2014-01-14T11:00:00,27,1,spotify,General Entertainment,-2
2014-01-14T12:00:00,4,1,spotify,General Entertainment,-2
2014-01-14T13:00:00,12,1,spotify,General Entertainment,-2
2014-01-14T14:00:00,5,1,spotify,General Entertainment,-2
2014-01-14T16:00:00,318,1,spotify,General Entertainment,-2
2014-01-14T17:00:00,16,1,spotify,General Entertainment,-2
2014-01-14T18:00:00,1,1,spotify,General Entertainment,-2
2014-01-14T20:00:00,12,1,spotify,General Entertainment,-2
2014-01-14T23:00:00,34,1,spotify,General Entertainment,-2
2014-01-15T00:00:00,4,1,spotify,General Entertainment,-2
2014-01-15T09:00:00,28,1,spotify,General Entertainment,-2
2014-01-15T10:00:00,5,1,spotify,General Entertainment,-2
2014-01-15T11:00:00,9,1,spotify,General Entertainment,-2
2014-01-15T13:00:00,3,1,spotify,General Entertainment,-2
2014-01-15T14:00:00,56,1,quicktime player,General Entertainment,-2
2014-01-15T15:00:00,198,1,quicktime player,General Entertainment,-2
2014-01-15T16:00:00,57,1,quicktime player,General Entertainment,-2
2014-01-15T21:00:00,7,1,quicktime player,General Entertainment,-2
2014-01-16T00:00:00,5,1,quicktime player,General Entertainment,-2
2014-01-16T14:00:00,5,1,quicktime player,General Entertainment,-2
2014-01-16T19:00:00,23,1,spotify,General Entertainment,-2
2014-01-17T07:00:00,47,1,spotify,General Entertainment,-2
2014-01-17T08:00:00,243,1,spotify,General Entertainment,-2
2014-01-17T09:00:00,151,1,spotify,General Entertainment,-2
2014-01-17T10:00:00,140,1,spotify,General Entertainment,-2
2014-01-20T10:00:00,152,1,spotify,General Entertainment,-2
2014-01-20T11:00:00,219,1,spotify,General Entertainment,-2
2014-01-21T10:00:00,1179,1,spotify,General Entertainment,-2
2014-01-21T11:00:00,335,1,spotify,General Entertainment,-2
2014-01-22T00:00:00,41,1,spotify,General Entertainment,-2
2014-01-22T01:00:00,25,1,spotify,General Entertainment,-2
2014-01-22T02:00:00,2,1,spotify,General Entertainment,-2
2014-01-22T08:00:00,1029,1,spotify,General Entertainment,-2
2014-01-22T09:00:00,832,1,spotify,General Entertainment,-2
2014-01-24T08:00:00,304,1,spotify,General Entertainment,-2
2014-01-24T09:00:00,330,1,spotify,General Entertainment,-2
2014-01-24T10:00:00,3,1,spotify,General Entertainment,-2
2014-01-24T15:00:00,13,1,spotify,General Entertainment,-2
2014-01-24T16:00:00,94,1,spotify,General Entertainment,-2
2014-01-24T17:00:00,5,1,spotify,General Entertainment,-2
2014-01-24T18:00:00,285,1,spotify,General Entertainment,-2
2014-01-27T10:00:00,20,1,spotify,General Entertainment,-2
2014-01-28T07:00:00,317,1,spotify,General Entertainment,-2
2014-01-28T10:00:00,7,1,spotify,General Entertainment,-2
2014-01-28T11:00:00,15,1,spotify,General Entertainment,-2
2014-01-28T12:00:00,9,1,spotify,General Entertainment,-2
2014-01-28T15:00:00,12,1,spotify,General Entertainment,-2
2014-01-28T16:00:00,339,1,spotify,General Entertainment,-2
2014-01-28T17:00:00,6,1,spotify,General Entertainment,-2
2014-01-28T18:00:00,114,1,spotify,General Entertainment,-2
2014-01-28T22:00:00,15,1,spotify,General Entertainment,-2
2014-01-28T23:00:00,7,1,spotify,General Entertainment,-2
2014-01-29T07:00:00,905,1,spotify,General Entertainment,-2
2014-01-29T08:00:00,470,1,spotify,General Entertainment,-2
2014-01-29T10:00:00,10,1,spotify,General Entertainment,-2
2014-01-29T14:00:00,3,1,spotify,General Entertainment,-2
2014-01-29T17:00:00,146,1,spotify,General Entertainment,-2
2014-01-29T18:00:00,9,1,spotify,General Entertainment,-2
2014-01-29T21:00:00,952,1,spotify,General Entertainment,-2
2014-01-29T22:00:00,3,1,spotify,General Entertainment,-2
2014-01-30T09:00:00,248,1,spotify,General Entertainment,-2
2014-01-30T13:00:00,423,1,spotify,General Entertainment,-2
2014-01-30T14:00:00,158,1,spotify,General Entertainment,-2
2014-01-30T15:00:00,183,1,spotify,General Entertainment,-2
2014-01-30T17:00:00,3,1,spotify,General Entertainment,-2
2014-01-30T18:00:00,2,1,spotify,General Entertainment,-2
2014-02-01T12:00:00,38,1,spotify,General Entertainment,-2
2014-02-01T13:00:00,9,1,spotify,General Entertainment,-2
2014-02-02T08:00:00,135,1,spotify,General Entertainment,-2
2014-02-02T13:00:00,109,1,spotify,General Entertainment,-2
2014-02-02T18:00:00,2,1,spotify,General Entertainment,-2
2014-02-03T09:00:00,109,1,spotify,General Entertainment,-2
2014-02-03T18:00:00,295,1,spotify,General Entertainment,-2
2014-02-03T19:00:00,15,1,spotify,General Entertainment,-2
2014-02-04T18:00:00,193,1,spotify,General Entertainment,-2
2014-02-04T22:00:00,87,1,spotify,General Entertainment,-2
2014-02-05T10:00:00,33,1,spotify,General Entertainment,-2
2014-02-05T11:00:00,5,1,spotify,General Entertainment,-2
2014-02-05T12:00:00,7,1,spotify,General Entertainment,-2
2014-02-05T13:00:00,434,1,spotify,General Entertainment,-2
2014-02-05T14:00:00,1040,1,spotify,General Entertainment,-2
2014-02-05T15:00:00,121,1,spotify,General Entertainment,-2
2014-02-05T17:00:00,184,1,spotify,General Entertainment,-2
2014-02-05T18:00:00,24,1,spotify,General Entertainment,-2
2014-02-06T11:00:00,39,1,spotify,General Entertainment,-2
2014-02-06T12:00:00,100,1,spotify,General Entertainment,-2
2014-02-06T13:00:00,5,1,spotify,General Entertainment,-2
2014-02-06T14:00:00,17,1,spotify,General Entertainment,-2
2014-02-06T15:00:00,18,1,spotify,General Entertainment,-2
2014-02-06T16:00:00,19,1,spotify,General Entertainment,-2
2014-02-06T18:00:00,17,1,spotify,General Entertainment,-2
2014-02-06T23:00:00,9,1,spotify,General Entertainment,-2
2014-02-07T00:00:00,7,1,spotify,General Entertainment,-2
2014-02-07T01:00:00,376,1,spotify,General Entertainment,-2
2014-02-07T09:00:00,355,1,spotify,General Entertainment,-2
2014-02-07T10:00:00,31,1,spotify,General Entertainment,-2
2014-02-07T11:00:00,30,1,spotify,General Entertainment,-2
2014-02-07T12:00:00,105,1,spotify,General Entertainment,-2
2014-02-07T13:00:00,71,1,spotify,General Entertainment,-2
2014-02-07T15:00:00,23,1,spotify,General Entertainment,-2
2014-02-07T16:00:00,22,1,spotify,General Entertainment,-2
2014-02-07T17:00:00,101,1,spotify,General Entertainment,-2
2014-02-07T18:00:00,27,1,spotify,General Entertainment,-2
2014-02-07T21:00:00,19,1,spotify,General Entertainment,-2
2014-02-07T23:00:00,12,1,spotify,General Entertainment,-2
2014-02-08T01:00:00,1,1,spotify,General Entertainment,-2
2014-02-09T09:00:00,55,1,spotify,General Entertainment,-2
2014-02-09T10:00:00,984,1,spotify,General Entertainment,-2
2014-02-09T12:00:00,12,1,spotify,General Entertainment,-2
2014-02-09T23:00:00,7,1,spotify,General Entertainment,-2
2014-02-10T00:00:00,3,1,spotify,General Entertainment,-2
2014-02-10T10:00:00,143,1,spotify,General Entertainment,-2
2014-02-10T14:00:00,8,1,spotify,General Entertainment,-2
2014-02-10T15:00:00,315,1,spotify,General Entertainment,-2
2014-02-10T20:00:00,27,1,spotify,General Entertainment,-2
2014-02-10T21:00:00,5,1,spotify,General Entertainment,-2
2014-02-11T06:00:00,457,1,spotify,General Entertainment,-2
2014-02-11T07:00:00,2633,1,spotify,General Entertainment,-2
2014-02-11T09:00:00,20,1,spotify,General Entertainment,-2
2014-02-11T10:00:00,81,1,spotify,General Entertainment,-2
2014-02-11T17:00:00,23,1,spotify,General Entertainment,-2
2014-02-11T19:00:00,11,1,spotify,General Entertainment,-2
2014-02-11T20:00:00,6,1,spotify,General Entertainment,-2
2014-02-11T21:00:00,124,1,spotify,General Entertainment,-2
2014-02-13T09:00:00,644,1,spotify,General Entertainment,-2
2014-02-13T10:00:00,629,1,spotify,General Entertainment,-2
2014-02-13T11:00:00,111,1,spotify,General Entertainment,-2
2014-02-13T12:00:00,271,1,spotify,General Entertainment,-2
2014-02-13T14:00:00,6,1,spotify,General Entertainment,-2
2014-02-13T15:00:00,9,1,spotify,General Entertainment,-2
2014-02-13T16:00:00,448,1,spotify,General Entertainment,-2
2014-02-13T17:00:00,2,1,spotify,General Entertainment,-2
2014-02-14T11:00:00,9,1,spotify,General Entertainment,-2
2014-02-14T16:00:00,18,1,spotify,General Entertainment,-2
2014-02-14T18:00:00,3,1,spotify,General Entertainment,-2
2014-02-20T19:00:00,6,1,spotify,General Entertainment,-2
2014-02-20T20:00:00,6,1,spotify,General Entertainment,-2
2014-02-21T09:00:00,124,1,spotify,General Entertainment,-2
2014-02-21T10:00:00,339,1,quicktime player,General Entertainment,-2
2014-02-21T10:00:00,11,1,spotify,General Entertainment,-2
2014-02-21T11:00:00,154,1,quicktime player,General Entertainment,-2
2014-02-21T17:00:00,203,1,spotify,General Entertainment,-2
2014-02-22T09:00:00,24,1,spotify,General Entertainment,-2
2014-02-22T09:00:00,4,1,quicktime player,General Entertainment,-2
2014-02-22T12:00:00,2,1,spotify,General Entertainment,-2
2014-02-22T13:00:00,2138,1,lyricsfreak.com,General Entertainment,-2
2014-02-22T14:00:00,134,1,lyricsfreak.com,General Entertainment,-2
2014-02-22T18:00:00,13,1,spotify,General Entertainment,-2
2014-02-23T09:00:00,33,1,spotify,General Entertainment,-2
2014-02-23T12:00:00,41,1,spotify,General Entertainment,-2
2014-02-23T13:00:00,106,1,spotify,General Entertainment,-2
2014-02-23T14:00:00,123,1,spotify,General Entertainment,-2
2014-02-23T15:00:00,369,1,spotify,General Entertainment,-2
2014-02-23T16:00:00,5,1,spotify,General Entertainment,-2
2014-02-23T17:00:00,506,1,spotify,General Entertainment,-2
2014-02-24T09:00:00,100,1,spotify,General Entertainment,-2
2014-02-24T10:00:00,88,1,spotify,General Entertainment,-2
2014-02-24T12:00:00,3,1,spotify,General Entertainment,-2
2014-02-24T13:00:00,4,1,spotify,General Entertainment,-2
2014-02-24T15:00:00,5,1,spotify,General Entertainment,-2
2014-02-24T21:00:00,95,1,spotify,General Entertainment,-2
2014-02-24T22:00:00,2,1,spotify,General Entertainment,-2
2014-02-25T15:00:00,10,1,spotify,General Entertainment,-2
2014-02-25T16:00:00,20,1,spotify,General Entertainment,-2
2014-02-25T22:00:00,97,1,spotify,General Entertainment,-2
2014-02-25T23:00:00,3,1,spotify,General Entertainment,-2
2014-02-26T09:00:00,113,1,spotify,General Entertainment,-2
2014-02-26T10:00:00,142,1,spotify,General Entertainment,-2
2014-02-26T11:00:00,149,1,spotify,General Entertainment,-2
2014-02-26T12:00:00,132,1,spotify,General Entertainment,-2
2014-02-26T16:00:00,11,1,spotify,General Entertainment,-2
2014-02-26T17:00:00,64,1,spotify,General Entertainment,-2
2014-02-27T01:00:00,1064,1,songkick.com,General Entertainment,-2
2014-02-27T01:00:00,40,1,spotify,General Entertainment,-2
2014-02-27T02:00:00,224,1,songkick.com,General Entertainment,-2
2014-02-27T14:00:00,282,1,spotify,General Entertainment,-2
2014-02-27T15:00:00,3,1,spotify,General Entertainment,-2
2014-02-27T17:00:00,27,1,spotify,General Entertainment,-2
2014-02-27T22:00:00,58,1,spotify,General Entertainment,-2
2014-02-28T00:00:00,4,1,spotify,General Entertainment,-2
2014-02-28T07:00:00,238,1,spotify,General Entertainment,-2
2014-02-28T09:00:00,4,1,spotify,General Entertainment,-2
2014-03-02T11:00:00,5,1,spotify,General Entertainment,-2
2014-03-02T12:00:00,4,1,spotify,General Entertainment,-2
2014-03-02T16:00:00,23,1,spotify,General Entertainment,-2
2014-03-02T17:00:00,39,1,spotify,General Entertainment,-2
2014-03-02T18:00:00,107,1,spotify,General Entertainment,-2
2014-03-02T19:00:00,5,1,spotify,General Entertainment,-2
2014-03-02T21:00:00,91,1,spotify,General Entertainment,-2
2014-03-02T22:00:00,301,1,spotify,General Entertainment,-2
2014-03-02T23:00:00,4,1,spotify,General Entertainment,-2
2014-03-03T00:00:00,7,1,play.google.com,General Entertainment,-2
2014-03-03T01:00:00,45,1,play.google.com,General Entertainment,-2
2014-03-03T16:00:00,21,1,spotify,General Entertainment,-2
2014-03-03T17:00:00,28,1,spotify,General Entertainment,-2
2014-03-03T22:00:00,34,1,spotify,General Entertainment,-2
2014-03-04T09:00:00,283,1,spotify,General Entertainment,-2
2014-03-04T12:00:00,20,1,spotify,General Entertainment,-2
2014-03-04T13:00:00,295,1,spotify,General Entertainment,-2
2014-03-04T15:00:00,9,1,spotify,General Entertainment,-2
2014-03-04T16:00:00,19,1,spotify,General Entertainment,-2
2014-03-04T18:00:00,74,1,spotify,General Entertainment,-2
2014-03-04T19:00:00,19,1,spotify,General Entertainment,-2
2014-03-05T11:00:00,8,1,spotify,General Entertainment,-2
2014-03-05T12:00:00,15,1,spotify,General Entertainment,-2
2014-03-05T13:00:00,80,1,spotify,General Entertainment,-2
2014-03-05T14:00:00,22,1,spotify,General Entertainment,-2
2014-03-05T17:00:00,9,1,spotify,General Entertainment,-2
2014-03-06T09:00:00,26,1,spotify,General Entertainment,-2
2014-03-06T10:00:00,182,1,spotify,General Entertainment,-2
2014-03-06T14:00:00,5,1,spotify,General Entertainment,-2
2014-03-06T15:00:00,4,1,spotify,General Entertainment,-2
2014-03-06T22:00:00,4,1,spotify,General Entertainment,-2
2014-03-07T00:00:00,17,1,spotify,General Entertainment,-2
2014-03-07T07:00:00,101,1,spotify,General Entertainment,-2
2014-03-07T09:00:00,56,1,spotify,General Entertainment,-2
2014-03-07T10:00:00,2,1,spotify,General Entertainment,-2
2014-03-07T12:00:00,80,1,spotify,General Entertainment,-2
2014-03-07T16:00:00,17,1,spotify,General Entertainment,-2
2014-03-07T18:00:00,429,1,spotify,General Entertainment,-2
2014-03-07T19:00:00,7,1,spotify,General Entertainment,-2
2014-03-07T20:00:00,321,1,spotify,General Entertainment,-2
2014-03-07T21:00:00,6,1,spotify,General Entertainment,-2
2014-03-08T18:00:00,104,1,spotify,General Entertainment,-2
2014-03-09T09:00:00,2,1,spotify,General Entertainment,-2
2014-03-10T12:00:00,33,1,spotify,General Entertainment,-2
2014-03-10T19:00:00,1376,1,spotify,General Entertainment,-2
2014-03-10T22:00:00,22,1,spotify,General Entertainment,-2
2014-03-11T00:00:00,3,1,spotify,General Entertainment,-2
2014-03-11T07:00:00,194,1,spotify,General Entertainment,-2
2014-03-11T08:00:00,109,1,spotify,General Entertainment,-2
2014-03-11T09:00:00,4,1,spotify,General Entertainment,-2
2014-03-11T13:00:00,61,1,spotify,General Entertainment,-2
2014-03-11T16:00:00,42,1,spotify,General Entertainment,-2
2014-03-11T19:00:00,14,1,spotify,General Entertainment,-2
2014-03-12T15:00:00,8,1,spotify,General Entertainment,-2
2014-03-12T16:00:00,5,1,spotify,General Entertainment,-2
2014-03-13T11:00:00,61,1,quicktime player,General Entertainment,-2
2014-03-13T11:00:00,51,1,spotify,General Entertainment,-2
2014-03-13T12:00:00,286,1,spotify,General Entertainment,-2
2014-03-13T12:00:00,2,1,quicktime player,General Entertainment,-2
2014-03-13T13:00:00,757,1,quicktime player,General Entertainment,-2
2014-03-13T16:00:00,25,1,spotify,General Entertainment,-2
2014-03-13T17:00:00,109,1,spotify,General Entertainment,-2
2014-03-13T18:00:00,6,1,spotify,General Entertainment,-2
2014-03-13T22:00:00,720,1,psychologytoday.tests.psychtests.com,General Entertainment,-2
